,outcome,sumfg,sumfg3,sumft,sumorb,sumast,sumpts,sumdrb,sumstl,sumblk,Offensive Effort,Defensive Effort
535,1,77,19,31,18,47,204,62,13,7,1,1
536,1,40,19,11,11,26,110,26,8,6,0,1
537,0,41,15,10,14,27,107,31,5,4,1,0
538,0,39,9,17,10,14,104,38,10,3,0,0
539,1,56,10,30,12,33,152,47,21,8,1,1
540,1,80,25,37,13,52,222,67,16,14,1,1
541,0,38,10,17,13,25,103,32,10,2,0,0
542,0,37,10,10,15,22,94,40,1,8,0,0
543,1,51,17,22,13,26,141,52,12,2,1,1
544,0,30,10,35,5,19,105,26,4,3,0,0
545,1,75,25,36,17,38,211,63,12,4,1,1
546,0,34,8,19,9,14,95,28,5,4,0,0
547,1,44,10,34,11,28,132,53,7,12,1,1
548,0,39,11,15,7,19,104,37,8,3,0,0
549,1,68,23,20,9,45,179,61,11,14,1,1
550,0,40,10,38,15,27,128,59,14,17,0,0
551,1,62,22,34,22,42,180,70,32,8,1,1
552,1,66,32,64,16,39,228,72,14,6,1,1
553,0,41,13,18,11,29,113,36,3,3,0,0
554,0,36,14,17,11,24,103,36,8,2,0,0
555,1,57,14,31,15,28,159,70,8,22,1,1
556,0,57,21,22,14,44,157,65,9,7,1,1
557,1,40,14,13,8,28,107,40,8,8,0,0
558,0,38,15,20,8,26,111,21,5,2,0,0
559,1,91,47,55,19,46,284,63,15,3,1,1
560,0,37,15,7,15,21,96,38,4,1,0,0
561,1,89,29,17,13,68,224,83,13,3,1,1
562,0,72,21,32,5,33,197,38,11,5,0,0
563,1,61,19,41,5,35,182,38,15,7,0,1
564,0,59,18,25,13,30,161,57,19,8,1,1
565,1,37,8,18,13,22,100,37,12,4,0,0
566,0,52,20,14,10,33,138,48,3,5,0,0
567,1,67,20,41,26,28,195,62,5,4,1,1
568,1,52,15,13,11,33,132,39,5,5,1,0
569,0,36,7,19,7,20,98,24,11,6,0,1
570,1,89,26,54,16,37,258,64,14,7,1,1
571,0,47,11,20,12,32,125,31,10,1,0,0
572,1,77,34,23,27,46,211,62,21,2,1,0
573,0,74,13,26,14,43,187,64,17,5,0,1
574,1,41,16,17,12,27,115,38,8,3,1,0
575,0,33,11,30,10,22,107,43,7,6,0,1
576,0,39,17,9,3,22,104,38,6,7,0,0
577,1,64,20,32,8,34,180,73,8,4,1,1
578,1,70,27,27,24,38,194,44,9,10,1,1
579,0,35,8,26,8,15,104,31,7,6,0,0
580,0,36,6,18,15,21,96,31,6,5,0,0
581,1,66,20,22,21,34,174,50,13,10,1,1
582,1,89,36,31,11,69,245,68,27,15,1,1
583,0,49,19,26,17,37,143,50,7,3,0,0
584,1,41,8,14,11,21,104,27,13,4,1,0
585,0,33,3,10,18,17,79,28,11,8,0,1
586,0,38,7,21,14,27,104,39,4,7,0,0
587,1,39,9,22,9,30,109,28,12,7,1,0
588,1,64,27,18,10,47,173,50,5,2,1,0
589,0,38,10,18,8,23,104,30,5,6,0,0
590,1,77,26,34,16,52,214,86,12,6,1,1
591,0,28,10,22,14,13,88,28,4,7,0,0
592,1,60,23,25,12,35,168,58,17,5,1,0
593,0,55,8,19,5,35,137,58,11,9,0,0
594,1,36,16,25,3,20,113,29,9,0,0,0
595,0,40,9,17,10,22,106,31,7,5,1,1
596,0,38,8,10,12,16,94,28,6,6,0,0
597,1,51,18,7,10,33,127,36,11,7,1,1
598,0,61,10,27,11,38,159,46,13,7,0,0
599,1,70,10,39,25,42,189,72,15,9,1,1
600,1,71,33,22,16,47,197,63,13,3,1,1
601,0,64,10,19,20,32,157,56,6,8,0,0
602,1,69,36,44,20,37,218,76,9,16,1,1
603,0,38,11,10,9,20,97,38,4,4,0,0
604,0,68,29,60,25,32,225,60,19,11,1,1
605,1,50,13,22,12,35,135,44,10,8,0,0
606,1,73,24,31,17,51,201,70,7,11,1,1
607,0,64,20,47,13,39,195,68,9,6,0,0
608,1,70,23,29,10,41,192,53,6,6,1,1
609,0,45,12,18,5,22,120,33,9,3,0,0
610,0,48,9,13,9,24,118,26,8,9,0,0
611,1,66,21,22,21,35,175,40,9,6,1,1
612,1,56,26,45,14,33,183,53,13,11,1,1
613,0,59,25,18,12,34,161,51,13,3,0,0
614,1,33,13,27,10,22,106,40,5,13,0,1
615,0,37,7,18,11,24,99,35,14,6,1,0
616,1,40,21,5,11,30,106,33,11,7,1,1
617,0,36,9,10,6,18,91,31,7,3,0,0
618,1,76,18,32,23,41,202,58,9,8,1,1
619,0,37,17,23,15,23,114,29,5,7,0,0
620,0,39,11,14,9,25,103,31,5,3,0,0
621,1,81,24,44,16,46,230,77,13,12,1,1
622,1,67,16,22,14,35,172,42,7,1,1,0
623,0,66,17,13,11,46,162,50,6,7,0,1
624,1,76,20,23,16,41,195,49,13,9,1,1
625,0,43,15,13,8,36,114,21,10,0,0,0
626,1,78,23,26,10,41,205,60,7,18,1,1
627,0,44,11,17,13,26,116,31,7,7,0,0
628,1,82,25,28,13,42,217,63,21,23,1,1
629,0,49,20,21,8,33,139,47,4,5,0,0
630,0,44,17,27,6,27,132,34,13,9,0,1
631,1,50,14,25,19,30,139,32,16,6,1,0
632,1,74,30,16,16,55,194,60,12,8,1,1
633,0,34,9,15,5,23,92,28,9,7,0,0
634,1,70,44,29,26,45,213,55,18,3,1,0
635,0,67,21,34,20,44,189,60,27,10,0,1
636,0,67,25,22,11,37,181,51,11,10,1,1
637,1,41,11,26,13,25,119,28,9,1,0,0
638,1,74,22,12,7,34,182,57,7,7,1,1
639,0,56,8,15,19,28,135,46,9,6,0,0
640,0,39,17,3,10,21,98,27,11,2,1,0
641,1,38,9,15,6,24,100,33,9,4,0,1
642,1,53,23,12,16,47,141,39,14,6,1,1
643,0,36,17,15,10,23,104,24,6,6,0,0
644,0,35,10,7,10,22,87,35,9,7,0,0
645,1,49,15,32,16,26,145,43,13,12,1,1
646,1,39,11,19,14,21,108,37,7,5,0,0
647,0,61,14,24,6,37,160,39,11,12,1,1
648,1,81,18,31,19,52,211,73,12,13,1,1
649,0,39,12,13,9,29,103,30,6,4,0,0
650,0,51,15,23,15,27,140,53,13,7,0,0
651,1,82,28,30,22,53,222,74,19,7,1,1
652,0,50,13,14,10,25,127,26,8,2,0,0
653,1,79,9,64,12,34,231,53,13,13,1,1
654,1,81,29,53,5,47,244,78,17,13,1,1
655,0,62,17,38,8,30,179,46,16,5,0,0
656,0,40,9,15,16,19,104,36,10,3,0,0
657,1,41,11,12,13,25,105,39,10,5,1,1
658,1,74,21,47,13,45,216,70,12,6,1,1
659,0,32,3,17,8,17,84,26,4,2,0,0
660,1,65,21,39,13,31,190,61,16,10,1,1
661,0,40,11,18,13,29,109,38,4,3,0,0
662,1,62,19,14,7,42,157,46,10,11,1,1
663,0,39,10,15,15,24,103,37,11,6,0,0
664,0,36,9,13,11,20,94,24,4,0,0,0
665,1,88,19,19,16,67,214,66,19,14,1,1
666,0,43,10,16,5,23,112,23,15,3,0,1
667,1,68,31,24,11,55,191,46,14,0,1,0
668,1,52,13,23,13,31,140,47,7,1,0,1
669,0,55,30,18,10,36,158,43,5,10,1,0
670,1,44,18,16,11,28,122,37,8,8,1,1
671,0,36,11,24,13,22,107,31,8,3,0,0
672,0,77,33,12,18,41,199,55,6,2,1,1
673,1,44,13,9,7,24,110,28,7,1,0,0
674,1,107,28,36,19,64,278,57,18,2,1,1
675,0,44,15,22,6,27,125,25,5,6,0,0
676,0,35,13,22,6,20,105,33,8,1,0,0
677,1,62,21,66,17,40,211,62,17,4,1,1
678,1,66,27,24,7,46,183,52,13,9,1,1
679,0,64,16,26,21,34,170,50,24,8,0,0
680,1,61,19,48,22,17,189,75,14,4,1,1
681,0,58,13,20,29,22,149,53,13,14,0,0
682,1,83,26,31,11,50,223,60,13,4,1,1
683,0,40,14,25,8,28,119,30,5,3,0,0
684,1,75,23,8,9,34,181,62,16,14,1,1
685,0,36,7,9,18,18,88,27,8,2,0,0
686,0,35,12,10,9,30,92,36,6,4,0,0
687,1,62,12,28,22,30,164,65,16,17,1,1
688,0,35,11,21,10,23,102,36,10,6,0,0
689,1,41,15,13,1,29,110,41,13,6,1,1
690,0,61,29,27,16,42,178,63,6,10,1,1
691,1,40,20,19,9,24,119,28,14,5,0,0
692,0,53,18,35,19,23,159,59,11,4,0,0
693,1,58,19,33,12,35,168,66,13,9,1,1
694,1,77,28,15,18,57,197,83,13,8,1,1
695,0,55,18,37,11,38,165,52,11,12,0,0
696,1,36,11,22,10,15,105,36,6,3,0,1
697,0,40,8,15,10,24,103,35,6,1,0,0
698,0,40,6,23,11,14,109,34,6,7,0,1
699,1,47,16,15,12,31,125,30,5,5,1,0
700,1,65,13,27,2,36,170,74,18,10,1,1
701,0,52,13,17,8,34,134,57,12,0,0,0
702,1,38,16,22,11,22,114,37,4,4,0,0
703,0,38,11,20,13,27,107,32,7,7,0,1
704,0,45,20,11,4,30,121,33,4,6,0,0
705,1,104,28,28,16,67,264,82,10,5,1,1
706,0,52,9,18,9,38,131,49,21,13,0,1
707,1,60,23,15,19,35,158,57,15,5,1,0
708,0,32,7,16,11,16,87,36,5,3,0,0
709,1,65,25,31,20,29,186,81,10,14,1,1
710,0,48,13,23,21,26,132,41,7,3,1,1
711,1,36,15,26,15,20,113,32,2,6,0,0
712,0,35,13,19,10,26,102,31,7,5,1,0
713,1,54,11,17,7,32,136,35,15,7,0,1
714,0,46,13,5,9,29,110,27,8,4,0,0
715,1,71,32,22,15,29,196,35,15,9,1,1
716,0,45,10,22,14,27,122,32,10,6,1,0
717,1,43,12,26,12,25,124,46,5,7,0,1
718,0,63,20,29,11,42,175,62,10,6,0,1
719,1,63,17,51,7,42,194,44,19,5,0,0
720,1,88,33,15,6,47,224,66,23,2,1,1
721,0,39,16,18,7,29,112,35,8,5,0,0
722,0,40,15,21,15,18,116,27,9,3,0,0
723,1,78,28,24,14,38,208,53,6,11,1,1
724,1,69,23,17,23,40,178,68,20,8,1,1
725,0,49,11,12,9,28,121,42,17,5,0,0
726,1,42,10,21,7,23,115,48,8,4,0,1
727,0,37,9,25,8,29,108,36,6,4,1,0
728,0,56,23,22,9,44,157,65,14,13,1,1
729,1,39,10,6,6,12,94,35,8,3,0,0
730,1,63,23,39,17,51,188,60,13,7,1,0
731,0,61,16,40,28,33,178,57,18,14,0,1
732,0,59,16,19,12,39,153,39,6,10,0,0
733,1,67,26,23,14,42,183,54,8,14,1,1
734,1,67,31,17,24,33,182,49,9,4,1,0
735,0,74,15,13,10,28,176,50,7,14,0,1
736,1,84,31,29,20,45,228,72,7,9,1,1
737,0,40,15,16,5,23,111,29,8,2,0,0
738,1,44,15,14,11,22,117,39,6,3,1,0
739,0,42,5,20,2,19,109,34,11,7,0,1
740,0,39,6,16,12,24,100,38,6,4,0,0
741,1,72,12,17,10,49,173,57,11,0,1,1
742,0,27,7,12,11,20,73,34,11,7,0,1
743,1,30,6,17,11,21,83,49,9,5,1,0
744,0,38,20,18,11,27,114,34,9,5,0,1
745,1,77,19,49,14,36,222,74,8,3,1,0
746,1,77,24,29,24,47,207,61,8,13,1,1
747,0,70,18,36,9,44,194,52,16,3,0,0
748,1,66,20,62,11,29,214,61,7,3,1,0
749,0,38,10,31,7,17,117,32,9,3,0,0
750,1,79,41,19,10,34,218,52,9,11,1,1
751,0,59,24,16,15,35,158,34,6,10,0,0
752,0,38,9,24,12,24,109,33,5,2,0,0
753,1,64,11,29,13,27,168,60,10,9,1,1
754,1,44,9,6,14,24,103,34,7,3,1,1
755,0,39,17,6,8,19,101,33,0,3,0,0
756,0,41,9,15,14,19,106,34,9,7,0,0
757,1,59,23,35,11,41,176,49,9,4,1,0
758,1,40,14,15,12,21,109,38,12,9,0,0
759,0,54,18,38,11,30,164,48,13,5,1,1
760,0,75,28,20,14,45,198,69,7,6,1,0
761,1,69,27,52,9,52,217,77,15,6,0,1
762,1,62,10,25,14,46,159,49,9,6,1,1
763,0,59,8,38,8,40,164,47,14,4,0,0
764,1,41,12,21,11,27,115,44,6,6,0,0
765,0,76,26,24,17,33,202,55,17,12,1,1
766,1,48,11,21,9,32,128,37,11,7,0,1
767,0,36,14,25,11,22,111,23,12,4,1,0
768,0,41,15,11,12,27,108,33,10,3,0,0
769,1,80,24,34,12,46,218,53,21,8,1,1
770,0,45,10,19,6,29,119,53,5,5,1,0
771,1,44,8,25,10,23,121,52,6,9,0,1
772,0,54,16,15,14,33,139,60,4,8,0,0
773,1,66,26,31,14,32,189,70,15,18,1,1
774,0,31,12,22,8,18,96,34,8,5,0,0
775,1,66,9,44,22,35,185,78,22,17,1,1
776,1,58,15,18,14,28,149,49,11,1,1,0
777,0,63,8,14,12,33,148,50,17,21,0,1
778,1,70,16,23,29,42,179,47,7,10,1,1
779,0,44,8,9,14,20,105,33,9,2,0,0
780,0,30,6,13,7,24,79,18,14,1,0,0
781,1,38,10,14,4,27,100,34,9,3,1,1
782,0,28,5,24,17,18,85,39,4,5,0,0
783,1,59,15,21,11,50,154,54,9,9,1,1
784,0,47,19,6,11,34,119,29,6,7,0,0
785,1,61,24,24,10,44,170,35,11,3,1,1
786,0,41,13,24,12,29,119,24,6,4,0,0
787,1,49,18,17,7,31,133,28,6,5,1,1
788,1,62,21,24,21,31,169,65,16,7,1,1
789,0,39,12,17,8,23,107,45,5,4,0,0
790,1,42,13,21,16,28,118,29,4,6,0,0
791,0,72,21,52,13,41,217,50,18,12,1,1
792,1,77,31,38,14,42,223,78,9,11,0,1
793,0,83,22,31,28,53,219,69,14,8,1,0
794,0,43,9,11,5,27,106,26,17,6,0,0
795,1,59,30,43,12,36,191,57,15,9,1,1
796,0,41,12,16,11,31,110,33,11,5,0,0
797,1,65,21,27,16,31,178,57,13,16,1,1
798,0,44,12,13,9,30,113,30,6,1,0,0
799,1,90,27,19,11,48,226,61,13,3,1,1
800,1,39,13,19,16,26,110,35,5,8,1,1
801,0,38,14,12,10,23,102,23,10,5,0,0
802,1,61,14,17,21,36,153,45,13,10,0,1
803,0,72,14,14,21,45,172,47,8,9,0,0
804,1,77,27,29,7,39,210,68,21,6,1,1
805,0,41,10,7,16,30,99,34,11,3,0,0
806,1,52,17,24,8,33,145,59,3,11,1,1
807,0,37,11,16,16,20,101,42,3,9,0,0
808,0,45,15,15,9,20,120,27,7,3,0,0
809,1,53,13,24,13,30,143,42,7,6,1,1
810,0,59,9,16,5,28,143,43,8,5,0,0
811,1,64,24,14,13,36,166,68,4,6,1,1
812,0,37,13,11,15,25,98,20,12,3,0,0
813,1,40,7,13,10,25,100,38,7,3,0,0
814,1,58,19,43,19,20,178,64,5,6,0,0
815,0,61,27,35,17,34,184,55,13,18,1,1
816,1,66,17,42,24,37,191,60,11,5,1,0
817,0,49,16,25,8,33,139,31,11,7,0,0
818,0,39,6,15,10,19,99,38,7,6,0,0
819,1,62,22,31,14,40,177,54,15,11,1,1
820,0,36,10,17,12,20,99,31,9,3,0,0
821,1,38,14,17,11,23,107,44,6,4,1,1
822,0,50,10,12,15,27,122,32,5,2,0,0
823,1,76,13,43,9,38,208,48,11,12,1,1
824,1,77,22,32,20,50,208,66,12,7,1,0
825,0,60,22,24,21,38,166,34,15,7,0,0
826,0,41,16,14,17,24,112,33,7,7,0,0
827,1,72,14,34,25,23,192,73,10,14,1,1
828,1,39,11,21,11,25,110,42,10,6,0,1
829,0,34,14,27,14,21,109,41,8,7,1,0
830,0,39,11,17,6,24,106,34,8,1,0,0
831,1,64,11,37,19,31,176,59,15,8,1,1
832,1,65,26,32,16,40,188,52,13,7,0,0
833,0,76,32,28,9,43,212,57,19,12,1,1
834,0,71,24,36,13,44,202,56,7,10,0,0
835,1,62,29,38,15,41,191,56,24,10,1,0
836,0,42,10,32,7,18,126,51,12,3,0,1
837,1,43,13,19,13,26,118,34,10,8,1,0
838,1,81,18,25,19,36,205,54,23,11,1,1
839,0,34,11,14,11,21,93,25,13,2,0,0
840,1,40,17,17,16,26,114,44,4,10,1,1
841,0,44,14,5,10,31,107,36,9,8,0,0
842,1,68,15,22,16,39,173,56,17,7,1,1
843,0,36,10,18,16,20,100,30,8,8,0,0
844,1,36,10,24,10,25,106,37,10,4,1,1
845,0,39,9,15,13,23,102,35,8,5,0,0
846,1,74,24,19,10,56,191,52,7,10,1,1
847,0,41,10,13,13,25,105,28,4,6,0,0
848,1,79,34,43,13,61,235,63,11,6,1,1
849,0,41,10,22,13,23,114,28,11,2,0,0
850,1,84,19,31,13,38,218,51,14,12,1,1
851,0,38,11,21,12,26,108,25,9,4,0,0
852,1,76,26,28,16,35,206,71,19,7,1,1
853,0,55,15,13,14,38,138,48,14,3,0,0
854,0,54,10,22,22,31,140,35,17,5,0,0
855,1,64,24,26,19,22,178,75,5,19,1,1
856,1,58,18,50,11,41,184,58,8,3,1,1
857,0,40,14,24,8,24,118,31,6,1,0,0
858,0,39,11,23,14,17,112,38,7,5,0,0
859,1,65,18,23,15,30,171,58,11,6,1,1
860,0,39,12,17,11,20,107,25,13,4,0,0
861,1,63,29,25,10,50,180,46,12,5,1,1
862,1,40,18,21,11,21,119,35,8,4,1,0
863,0,40,16,11,6,30,107,23,14,4,0,0
864,1,40,15,24,8,32,119,36,8,6,1,1
865,0,43,11,18,18,22,115,33,10,3,0,0
866,1,71,30,42,13,48,214,72,18,19,1,1
867,0,39,9,15,9,23,102,38,10,6,0,0
868,1,77,25,17,22,38,196,52,10,6,1,1
869,0,36,7,29,7,18,108,31,7,3,0,0
870,1,81,34,29,7,32,225,46,6,7,1,1
871,0,47,8,23,10,26,125,31,5,1,0,0
872,0,38,15,15,7,16,106,32,8,8,0,0
873,1,57,20,31,19,26,165,53,13,21,1,1
874,1,84,21,21,17,56,210,50,19,4,1,1
875,0,42,10,15,4,24,109,32,5,8,0,0
876,1,79,23,22,16,43,203,77,4,15,1,1
877,0,33,10,17,2,26,93,25,3,5,0,0
878,1,70,17,38,21,47,195,39,20,3,1,0
879,0,68,15,32,31,26,183,48,11,16,0,1
880,0,57,19,3,17,45,136,52,9,6,0,0
881,1,68,23,23,26,53,182,75,18,16,1,1
882,0,65,21,39,18,38,190,46,13,4,0,0
883,1,74,14,26,26,40,188,50,16,8,1,1
884,0,55,25,34,25,41,169,63,10,7,0,0
885,1,56,13,49,26,30,174,61,20,9,1,1
886,0,45,15,13,5,23,118,32,11,7,1,1
887,1,50,11,10,7,19,121,36,8,6,0,0
888,0,43,10,13,6,27,109,24,9,1,0,0
889,1,87,21,13,21,43,208,47,15,11,1,1
890,1,38,12,25,13,27,113,42,11,6,1,1
891,0,35,11,23,9,16,104,31,10,7,0,0
892,1,65,24,19,18,50,173,44,9,11,1,0
893,0,63,15,31,20,49,172,63,11,15,0,1
894,0,45,15,10,11,28,115,24,7,0,0,0
895,1,60,15,10,4,36,145,42,9,4,0,1
896,1,69,16,46,23,31,200,78,16,6,1,0
897,0,62,22,18,11,29,164,50,16,7,0,0
898,0,44,15,12,11,29,115,33,4,10,0,1
899,1,47,10,17,16,27,121,32,12,7,1,0
900,0,35,13,12,11,20,95,36,7,5,0,0
901,1,55,17,23,6,29,150,55,15,14,1,1
902,1,68,22,18,10,45,176,49,15,2,1,1
903,0,42,13,14,9,29,111,29,10,0,0,0
904,1,38,15,11,13,23,102,42,6,6,0,0
905,0,63,7,25,13,25,158,72,10,10,1,1
906,1,61,27,32,9,27,181,48,19,4,1,1
907,0,41,7,15,11,20,104,38,4,4,0,0
908,0,55,18,21,19,34,149,38,17,5,1,0
909,1,41,18,12,14,23,112,38,9,5,0,0
910,1,41,9,25,11,27,116,43,7,8,0,0
911,0,58,31,18,20,33,165,54,14,5,1,1
912,1,65,18,43,18,46,191,64,10,10,0,0
913,0,73,23,32,22,43,201,54,21,15,1,1
914,0,79,20,12,15,43,190,73,12,10,0,0
915,1,68,38,17,21,40,191,51,15,10,1,0
916,1,72,22,21,19,46,187,53,14,6,1,0
917,0,65,13,33,12,25,176,41,22,12,0,1
918,0,31,21,34,14,21,117,56,5,4,1,1
919,1,37,9,11,13,16,94,47,6,2,0,0
920,1,70,30,17,24,40,187,72,13,5,1,1
921,0,40,8,10,5,18,98,40,9,7,0,0
922,1,46,19,21,11,32,132,37,5,5,1,0
923,0,38,7,19,18,18,102,26,7,5,0,0
924,1,46,10,8,8,26,110,42,6,8,0,0
925,0,61,18,18,12,39,158,47,20,7,1,1
926,1,36,10,23,14,23,105,51,7,5,1,0
927,0,37,9,21,16,20,104,51,8,8,0,1
928,0,70,21,19,18,17,180,52,7,2,0,1
929,1,79,27,23,9,41,208,50,5,1,1,0
930,0,33,12,8,8,20,86,38,10,8,0,0
931,1,73,20,17,11,46,183,91,16,11,1,1
932,1,81,25,30,16,47,217,51,4,14,1,1
933,0,44,9,20,6,22,117,32,7,3,0,0
934,0,42,7,11,17,26,102,37,8,4,0,0
935,1,64,7,35,16,32,170,68,14,6,1,1
936,1,38,9,20,11,22,105,30,10,5,1,1
937,0,35,7,19,11,22,96,38,6,1,0,0
938,0,66,23,15,3,39,170,45,14,6,0,1
939,1,77,29,34,28,58,217,77,5,4,1,0
940,1,57,16,23,12,41,153,54,7,6,1,0
941,0,56,16,22,11,37,150,57,16,5,0,1
942,0,44,10,51,12,30,149,40,20,7,0,1
943,1,59,20,16,22,37,154,57,13,5,1,0
944,0,32,9,8,9,24,81,30,8,5,0,0
945,1,43,15,15,13,22,116,38,13,5,1,1
946,1,69,13,33,16,35,184,49,15,7,1,1
947,0,41,9,19,11,32,110,34,5,5,0,0
948,1,91,48,40,13,65,270,69,19,13,1,1
949,0,45,18,13,9,28,121,33,4,3,0,0
950,0,47,16,13,11,33,123,49,10,7,0,0
951,1,73,26,12,24,24,184,62,12,11,1,1
952,0,66,24,43,23,41,199,53,17,6,0,1
953,1,79,32,19,10,47,209,71,6,3,1,0
954,1,81,19,46,14,50,227,63,12,7,1,1
955,0,57,16,30,8,30,160,63,6,5,0,0
956,1,67,22,22,23,55,178,81,9,6,1,0
957,0,48,19,25,6,32,140,42,19,9,0,1
958,1,32,4,26,14,13,94,46,9,4,0,0
959,0,33,8,14,14,17,88,26,17,8,1,1
960,0,47,7,34,16,24,135,42,9,2,1,0
961,1,43,18,16,11,25,120,38,9,2,0,0
962,1,82,21,44,21,59,229,58,12,13,1,1
963,0,68,20,31,17,24,187,51,6,13,0,0
964,1,45,9,13,7,30,112,33,10,2,0,1
965,0,41,12,16,7,19,110,29,3,4,0,0
966,0,40,12,17,10,20,109,30,9,5,0,0
967,1,53,18,12,7,30,136,44,8,7,1,1
968,1,38,11,20,11,25,107,45,5,5,1,1
969,0,33,10,24,14,16,100,35,15,3,0,0
970,1,62,14,49,16,33,187,41,9,8,1,1
971,0,45,13,12,9,32,115,26,5,4,0,0
972,0,56,22,31,20,31,165,54,20,6,0,0
973,1,66,17,45,8,51,194,62,22,10,1,1
974,0,37,9,21,11,23,104,31,8,4,0,0
975,1,45,10,17,14,30,117,37,5,5,1,1
976,0,73,28,25,13,52,199,52,10,3,1,1
977,1,50,18,9,14,32,127,32,9,4,0,0
978,1,66,20,35,12,29,187,66,14,11,0,1
979,0,52,23,18,13,33,145,51,10,3,1,0
980,0,40,17,5,14,26,102,29,10,2,0,0
981,1,80,20,39,15,52,219,91,11,12,1,1
982,0,56,22,24,9,32,158,65,5,7,1,0
983,1,42,17,21,11,20,122,49,12,8,0,1
984,1,39,9,14,11,21,101,41,8,4,0,0
985,0,51,7,17,13,33,126,43,12,7,1,1
986,1,44,13,21,10,29,122,34,6,4,0,0
987,0,75,20,20,18,37,190,54,7,8,1,1
988,0,30,4,17,10,14,81,33,10,5,0,0
989,1,63,19,27,10,37,172,52,10,8,1,1
990,0,63,19,56,16,35,201,63,10,2,1,0
991,1,43,17,20,9,26,123,31,13,6,0,1
992,1,71,25,11,24,41,178,60,19,10,1,1
993,0,34,12,12,8,25,92,33,7,4,0,0
994,0,63,13,8,23,35,147,33,9,8,0,0
995,1,67,31,32,17,33,197,43,7,12,1,1
996,1,61,15,32,7,52,169,42,4,7,1,0
997,0,63,11,25,24,41,162,52,7,10,0,1
998,0,58,29,35,29,34,180,57,8,7,0,0
999,1,67,10,38,30,30,182,64,13,10,1,1
1000,1,57,21,34,16,38,169,58,15,3,1,1
1001,0,33,8,13,11,20,87,30,8,5,0,0
1002,0,44,12,13,9,31,113,35,5,6,0,0
1003,1,45,14,13,10,30,117,43,6,6,1,1
1004,0,37,10,13,8,21,97,33,5,4,0,0
1005,1,62,26,28,16,44,178,55,8,12,1,1
1006,1,76,14,47,23,44,213,59,14,7,1,1
1007,0,42,6,17,11,32,107,36,7,3,0,0
1008,1,70,17,32,23,42,189,91,7,18,1,1
1009,0,34,15,21,6,18,104,42,7,8,0,0
1010,1,47,14,9,9,29,117,46,3,6,0,0
1011,0,63,17,18,19,24,161,54,7,8,1,1
1012,1,71,18,28,17,36,188,59,17,9,1,1
1013,0,33,9,26,9,18,101,37,5,4,0,0
1014,0,37,11,13,15,22,98,30,8,5,0,0
1015,1,58,22,24,8,46,162,51,9,7,1,1
1016,1,37,15,20,10,25,109,29,5,0,1,0
1017,0,41,13,11,7,26,106,35,6,3,0,1
1018,0,58,18,17,18,44,151,37,7,1,0,0
1019,1,77,35,29,21,36,218,58,7,14,1,1
1020,1,78,14,35,23,46,205,54,13,4,1,1
1021,0,59,18,20,12,42,156,34,11,4,0,0
1022,0,40,7,25,12,20,112,33,10,1,0,0
1023,1,79,21,23,18,52,202,63,11,13,1,1
1024,1,61,23,11,18,46,156,78,12,7,1,1
1025,0,42,9,22,21,31,115,60,8,9,0,0
1026,0,33,3,15,7,20,84,36,9,1,0,1
1027,1,38,13,10,17,22,99,35,7,7,1,0
1028,0,45,13,20,8,31,123,34,4,0,1,0
1029,1,44,14,26,7,26,128,34,9,8,0,1
1030,1,75,15,20,12,32,185,64,13,11,1,1
1031,0,40,13,10,14,22,103,31,1,8,0,0
1032,0,39,16,12,6,26,106,36,6,5,0,0
1033,1,69,12,40,15,42,190,75,16,10,1,1
1034,1,61,23,41,12,36,186,57,7,5,1,0
1035,0,59,12,26,13,47,156,47,9,7,0,1
1036,1,80,26,42,13,52,228,67,16,7,1,1
1037,0,48,11,6,9,24,113,31,4,10,0,0
1038,0,54,11,36,18,31,155,70,13,4,0,0
1039,1,48,22,42,9,33,160,47,20,6,1,1
1040,0,41,10,20,13,19,112,39,7,7,0,0
1041,1,42,10,26,9,28,120,39,7,3,1,0
1042,1,78,9,38,22,26,203,52,10,12,1,1
1043,0,38,11,16,14,19,103,27,5,4,0,0
1044,1,42,10,22,4,22,116,36,8,4,0,0
1045,0,51,17,36,15,33,155,38,13,5,1,1
1046,0,48,22,39,7,34,157,42,6,12,0,1
1047,1,69,20,23,25,36,181,41,16,6,1,0
1048,1,77,16,31,17,43,201,53,19,7,1,1
1049,0,34,13,23,11,23,104,26,15,5,0,0
1050,0,39,14,14,9,19,106,33,4,0,0,0
1051,1,75,26,34,28,41,210,58,10,7,1,1
1052,1,42,11,28,16,27,123,37,5,5,0,0
1053,0,83,29,21,25,45,216,46,11,7,1,1
1054,1,43,11,14,9,24,111,37,13,5,0,1
1055,0,33,11,27,11,26,104,31,13,3,1,0
1056,0,69,12,28,19,33,178,53,6,2,1,0
1057,1,49,18,24,11,36,140,43,8,10,0,1
1058,1,75,33,44,12,41,227,69,7,11,1,1
1059,0,38,11,31,11,20,118,39,7,0,0,0
1060,0,58,15,15,10,32,146,52,8,6,0,0
1061,1,75,30,11,16,40,191,58,5,6,1,0
1062,1,38,16,25,9,28,117,35,11,3,0,0
1063,0,38,12,27,14,20,115,37,9,3,0,0
1064,0,67,9,47,15,26,190,36,9,4,1,1
1065,1,50,6,22,14,20,128,35,5,6,0,0
1066,0,40,8,15,12,15,103,32,6,2,0,0
1067,1,47,14,10,14,32,118,29,16,8,1,1
